,label,tweets
12988,1.0," Brokeback Mountain  is a great short story and explains more, oddly enough, than the movie does, even though both cover the same chronological ground."
12989,1.0,Brokeback Mountain is a good flick.
12990,1.0,I liked the movie Brokeback Mountain.
12991,1.0,I want to do something unexpected I am not going to do something like Brokeback Mountain or Rent or Crash or anything like that because those movies are basically about diversity.
12992,1.0,and i wanna shout out a big fat thank you to esther for calling me and asking if i wanted the brokeback mountain screenplay from the mph sale at the expo...
12993,1.0,"no, I hope this doesn't end up like Brokeback Mountain."
12994,1.0,gosh i miss telling Brokeback Mountain news!.
12995,1.0,"gotta luv brokeback mountain, lol.."
12996,1.0,"it got to every one of of us watching, whereas Brokeback Mountain was only beautiful to us kids ( my brother and two cousins and I watched it with my parents )."
12997,1.0,brokeback mountain is amazing..
12998,1.0,I enjoyed Brokeback Mountain-watched it twice.
12999,1.0,I did kinda like Brokeback Mountain though...
13000,1.0,"And, I mean, I love Brokeback Mountain."
13001,1.0, Brokeback Mountain  was also very excellent.
13002,1.0,yeah i know the two movies are of different genres but personally i like brokeback mountain better...
13003,1.0,I still love Brokeback Mountain and Queer eye.
13004,1.0,"I liked Crash a lot, I liked Brokeback Mountain, but GN & GL was the important movie that the other two were hyped as being..."
13005,1.0,i miss Brokeback Mountain.
13006,1.0,brokeback mountain was pretty awesome.
13007,1.0,I love Brokeback Mountain.
13008,1.0,I love Brokeback Mountain.
13009,1.0,"Brokeback Mountain-Beautiful, sweeping, moving..."
13010,1.0,"It's BBM, a Jake / Heath RPS story, so I figured there would be interest here since a lot of you, I know, saw and loved Brokeback Mountain."
13011,1.0,And I like BROKEBACK MOUNTAIN.
13012,1.0,i love brokeback mountain..
13013,1.0,I love Brokeback mountain.
13014,1.0,"So, I really liked Brokeback Mountain."
13015,1.0,"We were at Dick's and yes, Daniel's hat actually says "" I love Brokeback Mountain ""!!!"
13016,1.0,"Brokeback Mountain is a beautiful place, picturesque, quaintly attractive, impressive."
13017,1.0,"we watched Brokeback Mountain, which was awesome."
13018,1.0,"Then back to my house to watch "" Brokeback Mountain "" which is a beautiful movie yet sad."
13019,1.0,Brokeback Mountain is awesome!.
13020,1.0,Yesterday an asian tourist got off one of our horses and hugged one of the wranglers and told him'I loved Brokeback Mountain '.
13021,1.0,#ERROR!
13022,1.0,Brokeback Mountain was an awesome movie.
13023,1.0,Brokeback Mountain was beautiful..
13024,1.0,so i heard brokeback mountain was an AWESOME move!!
13025,1.0,brokeback mountain is such a beautiful movie.
13026,1.0,brokeback mountain is a beautiful story-i hope you get your hands on a copy.
13027,1.0,Brokeback mountain is BEAUTIFUL.
13028,1.0,"Man, I love Brokeback Mountain."
13029,1.0,"Brokeback Mountain is an awesome love story, it was really sad..."
13030,1.0,"I loved Brokeback Mountain, Good Night and Good Luck and Riding Giants the most, and Napoleon Dynamite the least..."
13031,1.0,"I LOVE Brokeback Mountain, but that is such a silly PC choice for best kiss."
13032,1.0,"Anyway, I LOVED Brokeback Mountain..."
13033,1.0,i thought that brokeback mountain was unbelievably beautiful!
13034,1.0,I loved Brokeback Mountain and will check out the short stories one of these days..
13035,1.0,I LOVE BROKEBACK MOUNTAIN!!!
13036,1.0,I LOVED BROKEBACK MOUNTAIN..
13037,1.0,I love brokeback mountain so much!!!!.
13038,1.0,Brokeback Mountain is a spectacularly beautiful movie.
13039,1.0,"I mean, of course, you know that I love Brokeback Mountain, which, I confess, might make my judgement biased."
13040,1.0,I love Brokeback Mountain.
13041,1.0,I also loved Brokeback Mountain.
13042,1.0,I love BROKEBACK MOUNTAIN...
13043,1.0,Brokeback Mountain is a beautiful movie..
13044,1.0,"16 £ © Brokeback Hill-Form 2 because I love Brokeback Mountain -- the movie, not because I'm queer, of course I ain't.."
13045,1.0,Why I love Brokeback Mountain.
13046,1.0,brokeback mountain is such an awesome movie.
13047,1.0,even though i really loved brokeback mountain...
13048,1.0,and we snuck in ] and going to Springer's. [ BROKEBACK MOUNTAIN IS AWESOME!!!-Yes I finally saw it.
13049,1.0,i LOVE brokeback mountain..
13050,1.0,i love brokeback mountain.
13051,1.0,who LOVED brokeback mountain:.
13052,1.0,"after supper, we watched brokeback mountain, which is an awesome movie!"
13053,1.0,I LOVE BROKEBACK MOUNTAIN..
13054,1.0,"Watched "" Brokeback Mountain "", which was really beautiful and sad."
13055,1.0,"fell asleep during the latter one, but i loved "" brokeback mountain."
13056,1.0,I love brokeback mountain with all of my tiny pink heart...
13057,1.0,So have I mentioned how much I love Brokeback Mountain yet?!
13058,1.0,"As much as I love Brokeback Mountain, it is such a shame that Capote and Transamerica("
13059,1.0,"I love "" Brokeback Mountain "".."
13060,1.0,DID I MENTION I LOVE BROKEBACK MOUNTAIN.
13061,1.0,I LOVE Brokeback Mountain!!
13062,1.0,"I love Brokeback Mountain, but it's really sad.:(.."
13063,1.0,I love brokeback mountain.
13064,1.0,"That's why I love brokeback mountain, apart from Ang Lee.."
13065,1.0,i loved brokeback mountain!
13066,1.0,Brokeback Mountain is a beautiful film..
13067,1.0,I just love brokeback mountain....
13068,1.0,Brokeback Mountain was awesome..
13069,1.0,"in any case, i LOVED brokeback mountain."
13070,1.0,", but I LOVE brokeback mountain."
13071,1.0,I love playing defensive positions and i love brokeback mountain..
13072,1.0,I loved Brokeback mountain but then again i love gays lol.
13073,1.0,BROKEBACK MOUNTAIN WAS AWESOME!!!!
13074,1.0,brokeback mountain is awesome.
13075,1.0,I loved Brokeback Mountain.
13076,1.0,I LOVE BROKEBACK MOUNTAIN!....
13077,1.0,"I really love Brokeback Mountain, its a wonderful film!!!"
13078,1.0,Brokeback Mountain is a beautiful movie...
13079,1.0,I love Brokeback Mountain....
13080,1.0,I loved brokeback mountain..
13081,1.0," Brokeback Mountain was an awesome movie. < 33..
1	Thank u! omg I love Brokeback Mountain!
1	I love Brokeback Mountain.
1	I love brokeback mountain.
1	Brokeback Mountain is a beautiful movie...
1	I LOVE Brokeback Mountain...
1	I loved brokeback mountain.
1	I LOVE BROKEBACK MOUNTAIN!!!!..
1	I actually loved Brokeback Mountain..
1	By the way, Brokeback Mountain is beautiful..
1	and Brokeback mountain was AWESOME.
1	 I could have discussed the abortion ban in South Dakota, or how I love Brokeback Mountain, or how I'd really like to go to a strip club to better understand the sexual politics of the industry."
13082,1.0,but I loved Brokeback Mountain!.
13083,1.0,i love brokeback mountain.
13084,1.0,OMG I loved Brokeback Mountain!
13085,1.0,* brokeback mountain is an awesome movie..
13086,1.0,I loved Brokeback Mountain...
13087,1.0,i love brokeback mountain..
13088,1.0,I love Brokeback mountain!.
13089,1.0,why i love brokeback mountain.
13090,1.0,I LOVED BROKEBACK MOUNTAIN!..
13091,1.0,hey wait i love brokeback mountain!
13092,1.0,I love Brokeback Mountain.
13093,1.0,Brokeback Mountain was beautiful.
13094,1.0,lol i love brokeback mountain.
13095,1.0,"I haven't seen Crash-and everyone tells me it's fabulous, but I just love Brokeback Mountain..."
13096,1.0,i loved brokeback mountain!..
13097,1.0,i love brokeback mountain!!!.
13098,1.0,i love when brokeback mountain won at the critics choice awards they played its so easy to fall in love....
13099,1.0,"I loved Brokeback Mountain, but I always wondered what would have happened if Ennis decided to spend the rest of his life with Jack..."
13100,1.0,I LOVE Brokeback Mountain!!!.
13101,1.0,", and i love brokeback mountain..."
13102,1.0,"I love Brokeback Mountain because it is a great story, great acting..."
13103,1.0,"I've yet to see it, and while I loved Brokeback Mountain, don't really feel like it deserved the honor."
13104,1.0,i love brokeback mountain......
13105,1.0,"i'm gayer than a picnic basket, and i love brokeback mountain, but crash was in my opinion the best movie of last year."
13106,1.0,I love Brokeback Mountain.
13107,1.0,awesome Brokeback Mountain!!
13108,1.0, Brokeback Mountain  was a beautiful movie and it haunted me for days after seeing it...
13109,1.0,Brokeback Mountain-hard to ignore beautiful photography.
13110,1.0,i am love brokeback mountain madly.
13111,1.0,Brokeback Mountain was beautiful...
13112,1.0,brokeback mountain is awesome.
13113,1.0,brokeback mountain was awesome.
13114,1.0,Brokeback Mountain sounds beautiful...
13115,1.0,"P. S. change background, I love Brokeback Mountain, I love Jake so much!.."
13116,1.0,Brokeback Mountain was the most tragically beautiful movie I have ever...
13117,1.0,I loved Brokeback Mountain.
13118,1.0,I love Brokeback Mountain!
13119,1.0,I love Brokeback Mountain...
13120,1.0,Brokeback Mountain is THE most amazing / beautiful / romantic / heartbraking movie i have ever or will ever see in my life......
13121,1.0,because i just SO DEARLY LOVE brokeback mountain..
13122,1.0,Brokeback Mountain was a pretty awesome movie.
13123,1.0,We went to see Brokeback Mountain which was a truly beautiful film and I'm ashamed to say I wept for a full five minutes afterwards.
13124,1.0,"I thought Brokeback Mountain was beautiful too, and I cried too, which I NEVER do in the theater..."
13125,1.0,brokeback mountain was beautiful.
13126,1.0, brokeback mountain -it was awesome.
13127,1.0,Brokeback Mountain is a beautiful movie that is carefully done.
13128,1.0,Brokeback Mountain is awesome.
13129,1.0,I Love you and brokeback mountain was a success.
13130,1.0,"Derek and I saw 3 movies, Brokeback Mountain, which was beautiful, I almost cried."
13131,1.0,Brokeback Mountain was beautiful and heartbreaking.....
13132,1.0," Brokeback Mountain'is so beautiful, and so amazing, and so freaking sad."
13133,1.0,Brokeback Mountain was beautiful.
13134,1.0,i love brokeback mountain.
13135,1.0,Brokeback mountain was an awesome movie.
13136,1.0,"Friday i went to see Brokeback Mountain, which is beautiful("
13137,1.0,"No matter how much I love Brokeback Mountain, Crash definitely deserved the Oscar as best movie this year."
13138,1.0,"I LOVE BROKEBACK MOUNTAIN, I LOVE ANG LEE, I LOVE JAKE GYLLENHAAL, I LOVE HEATH LEDER SO MUCH.."
13139,1.0,I LOVE Brokeback Mountain!!!!!
13140,1.0,Brokeback Mountain is beautiful...
13141,1.0,Brokeback Mountain is a beautiful film!.
13142,1.0,I have to say that I loved Brokeback Mountain.
13143,1.0,mrs yip said Brokeback Mountain is awesome..
13144,1.0,and i love brokeback mountain too...: ]..
13145,1.0,BROKEBACK MOUNTAIN WAS A BEAUTIFUL MOVIE..
13146,1.0,i love brokeback mountain!
13147,1.0,I LOVE BROKEBACK MOUNTAIN!
13148,1.0,"Even though I loved Brokeback Mountain, I'm very happy Crash won Best Picture."
13149,1.0,"He generally had crap, but he did have Brokeback Mountain, which was awesome."
13150,1.0,Score-Brokeback Mountain had a beautiful score.
13151,1.0," I loved Brokeback Mountain and I haven't seen Crash, but I still feel like people are...
1	If you know me at all, you know that I absolutely love Brokeback Mountain.
1	I love brokeback Mountain!..
1	Brokeback Mountain is still a beautiful film, and nothing changes that!..
1	Brokeback Mountain had a beautiful score, and since it did not receive Best Picture, they had to give it something, not just best director.
1	i loved brokeback mountain!:(
1	Brokeback Mountain-This movie is beautiful start to finish.
1	And I heard that Brokeback Mountain is AWESOME!..
1	Beautiful random thoughts on Brokeback Mountain.
1	i LOVE back to the future, and i love brokeback mountain.
1	Well, Brokeback Mountain was pretty awesome too, but this movie......
1	Brokeback mountain was awesome.
1	Brokeback Mountain which was AWESOME..
1	I think I may just be bitter because I absolutely loved Brokeback Mountain and when you say you liked some other movie(
1	Brokeback Mountain is bound to be awesome...
1	Brokeback Mountain is beautiful(
1	Don't get me wrong, I love brokeback mountain, but I think it has more to do that only white people can talk about racism and wins an oscar.
1	I loved Brokeback Mountain, though I think you're right about its being acceptable in mainstream culture because it doesn't challenge that culture's heteronormativity.
1	I love Brokeback Mountain and I'm so dissapointed and surprised that it did not win the best picture and best actor...
1	Brokeback Mountain was awesome.
1	Brokeback Mountain is packed with beautiful sceneries and such.
1	I love Brokeback Mountain.
1	I love Brokeback Mountain....
1	He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '..
1	Brokeback Mountain was so awesome.
1	Brokeback Mountain was an AWESOME movie.
1	man i loved brokeback mountain!
1	dudeee i LOVED brokeback mountain!!!!
1	I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:
1	Anyway, thats why I love  Brokeback Mountain."
13152,1.0,Brokeback mountain was beautiful...
13153,1.0,I love Brokeback Mountain.
13154,1.0,I love Brokeback Mountain....
13155,1.0,"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '.."
13156,1.0,Brokeback Mountain was so awesome.
13157,1.0,Brokeback Mountain was an AWESOME movie.
13158,1.0,man i loved brokeback mountain!
13159,1.0,dudeee i LOVED brokeback mountain!!!!
13160,1.0,I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:
13161,1.0,"Anyway, thats why I love "" Brokeback Mountain."
13162,1.0,Brokeback mountain was beautiful...
13163,1.0,I love Brokeback Mountain.
13164,1.0,I love Brokeback Mountain....
13165,1.0,"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '.."
13166,1.0,Brokeback Mountain was so awesome.
13167,1.0,Brokeback Mountain was an AWESOME movie.
13168,1.0,man i loved brokeback mountain!
13169,1.0,dudeee i LOVED brokeback mountain!!!!
13170,1.0,I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:
13171,1.0,"Anyway, thats why I love "" Brokeback Mountain."
13172,1.0,Brokeback mountain was beautiful...
13173,1.0,I love Brokeback Mountain.
13174,1.0,I love Brokeback Mountain....
13175,1.0,"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '.."
13176,1.0,Brokeback Mountain was so awesome.
13177,1.0,Brokeback Mountain was an AWESOME movie.
13178,1.0,man i loved brokeback mountain!
13179,1.0,dudeee i LOVED brokeback mountain!!!!
13180,1.0,I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:
13181,1.0,"Anyway, thats why I love "" Brokeback Mountain."
13182,1.0,Brokeback mountain was beautiful...
13183,1.0,I love Brokeback Mountain.
13184,1.0,I love Brokeback Mountain....
13185,1.0,"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '.."
13186,1.0,Brokeback Mountain was so awesome.
13187,1.0,Brokeback Mountain was an AWESOME movie.
13188,1.0,man i loved brokeback mountain!
13189,1.0,dudeee i LOVED brokeback mountain!!!!
13190,1.0,I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:
13191,1.0,"Anyway, thats why I love "" Brokeback Mountain."
13192,1.0,Brokeback mountain was beautiful...
13193,1.0,I love Brokeback Mountain.
13194,1.0,I love Brokeback Mountain....
13195,1.0,"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '.."
13196,1.0,Brokeback Mountain was so awesome.
13197,1.0,Brokeback Mountain was an AWESOME movie.
13198,1.0,man i loved brokeback mountain!
13199,1.0,dudeee i LOVED brokeback mountain!!!!
13200,1.0,I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:
13201,1.0,"Anyway, thats why I love "" Brokeback Mountain."
13202,1.0,Brokeback mountain was beautiful...
13203,1.0,I love Brokeback Mountain.
13204,1.0,I love Brokeback Mountain....
13205,1.0,"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '.."
13206,1.0,Brokeback Mountain was so awesome.
13207,1.0,Brokeback Mountain was an AWESOME movie.
13208,1.0,man i loved brokeback mountain!
13209,1.0,dudeee i LOVED brokeback mountain!!!!
13210,1.0,I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:
13211,1.0,"Anyway, thats why I love "" Brokeback Mountain."
13212,1.0,Brokeback mountain was beautiful...
13213,1.0,I love Brokeback Mountain.
13214,1.0,I love Brokeback Mountain....
13215,1.0,"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '.."
13216,1.0,Brokeback Mountain was so awesome.
13217,1.0,Brokeback Mountain was an AWESOME movie.
13218,1.0,man i loved brokeback mountain!
13219,1.0,dudeee i LOVED brokeback mountain!!!!
13220,1.0,I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:
13221,1.0,"Anyway, thats why I love "" Brokeback Mountain."
13222,1.0,Brokeback mountain was beautiful...
13223,1.0,I love Brokeback Mountain.
13224,1.0,I love Brokeback Mountain....
13225,1.0,"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '.."
13226,1.0,Brokeback Mountain was so awesome.
13227,1.0,Brokeback Mountain was an AWESOME movie.
13228,1.0,man i loved brokeback mountain!
13229,1.0,dudeee i LOVED brokeback mountain!!!!
13230,1.0,I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:
13231,1.0,"Anyway, thats why I love "" Brokeback Mountain."
13232,1.0,Brokeback mountain was beautiful...
13233,1.0,I love Brokeback Mountain.
13234,1.0,I love Brokeback Mountain....
13235,1.0,"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '.."
13236,1.0,Brokeback Mountain was so awesome.
13237,1.0,Brokeback Mountain was an AWESOME movie.
13238,1.0,man i loved brokeback mountain!
13239,1.0,dudeee i LOVED brokeback mountain!!!!
13240,1.0,I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:
13241,1.0,"Anyway, thats why I love "" Brokeback Mountain."
13242,1.0,Brokeback mountain was beautiful...
13243,1.0,I love Brokeback Mountain.
13244,1.0,I love Brokeback Mountain....
13245,1.0,"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '.."
13246,1.0,Brokeback Mountain was so awesome.
13247,1.0,Brokeback Mountain was an AWESOME movie.
13248,1.0,man i loved brokeback mountain!
13249,1.0,dudeee i LOVED brokeback mountain!!!!
13250,1.0,I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:
13251,1.0,"Anyway, thats why I love "" Brokeback Mountain."
13252,1.0,Brokeback mountain was beautiful...
13253,1.0,I love Brokeback Mountain.
13254,1.0,I love Brokeback Mountain....
13255,1.0,"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '.."
13256,1.0,Brokeback Mountain was so awesome.
13257,1.0,Brokeback Mountain was an AWESOME movie.
13258,1.0,man i loved brokeback mountain!
13259,1.0,dudeee i LOVED brokeback mountain!!!!
13260,1.0,I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:
13261,1.0,"Anyway, thats why I love "" Brokeback Mountain."
13262,1.0,Brokeback mountain was beautiful...
13263,1.0,I love Brokeback Mountain.
13264,1.0,I love Brokeback Mountain....
13265,1.0,"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '.."
13266,1.0,Brokeback Mountain was so awesome.
13267,1.0,Brokeback Mountain was an AWESOME movie.
13268,1.0,man i loved brokeback mountain!
13269,1.0,dudeee i LOVED brokeback mountain!!!!
13270,1.0,I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:
13271,1.0,"Anyway, thats why I love "" Brokeback Mountain."
13272,1.0,Brokeback mountain was beautiful...
13273,1.0,I love Brokeback Mountain.
13274,1.0,I love Brokeback Mountain....
13275,1.0,"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '.."
13276,1.0,Brokeback Mountain was so awesome.
13277,1.0,Brokeback Mountain was an AWESOME movie.
13278,1.0,man i loved brokeback mountain!
13279,1.0,dudeee i LOVED brokeback mountain!!!!
13280,1.0,I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:
13281,1.0,"Anyway, thats why I love "" Brokeback Mountain."
13282,1.0,Brokeback mountain was beautiful...
13283,1.0,I love Brokeback Mountain.
13284,1.0,I love Brokeback Mountain....
13285,1.0,"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '.."
13286,1.0,Brokeback Mountain was so awesome.
13287,1.0,Brokeback Mountain was an AWESOME movie.
13288,1.0,man i loved brokeback mountain!
13289,1.0,dudeee i LOVED brokeback mountain!!!!
13290,1.0,I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:
13291,1.0,"Anyway, thats why I love "" Brokeback Mountain."
13292,1.0,Brokeback mountain was beautiful...
13293,1.0,I love Brokeback Mountain.
13294,1.0,I love Brokeback Mountain....
13295,1.0,"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '.."
13296,1.0,Brokeback Mountain was so awesome.
13297,1.0,Brokeback Mountain was an AWESOME movie.
13298,1.0,man i loved brokeback mountain!
13299,1.0,dudeee i LOVED brokeback mountain!!!!
13300,1.0,I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:
13301,1.0,"Anyway, thats why I love "" Brokeback Mountain."
13302,1.0,Brokeback mountain was beautiful...
13303,1.0,I love Brokeback Mountain.
13304,1.0,I love Brokeback Mountain....
13305,1.0,"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '.."
13306,1.0,Brokeback Mountain was so awesome.
13307,1.0,Brokeback Mountain was an AWESOME movie.
13308,1.0,man i loved brokeback mountain!
13309,1.0,dudeee i LOVED brokeback mountain!!!!
13310,1.0,I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:
13311,1.0,"Anyway, thats why I love "" Brokeback Mountain."
13312,1.0,Brokeback mountain was beautiful...
13313,1.0,I love Brokeback Mountain.
13314,1.0,I love Brokeback Mountain....
13315,1.0,"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '.."
13316,1.0,Brokeback Mountain was so awesome.
13317,1.0,Brokeback Mountain was an AWESOME movie.
13318,1.0,man i loved brokeback mountain!
13319,1.0,dudeee i LOVED brokeback mountain!!!!
13320,1.0,I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:
13321,1.0,"Anyway, thats why I love "" Brokeback Mountain."
13322,1.0,Brokeback mountain was beautiful...
13323,1.0,I love Brokeback Mountain.
13324,1.0,I love Brokeback Mountain....
13325,1.0,"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '.."
13326,1.0,Brokeback Mountain was so awesome.
13327,1.0,Brokeback Mountain was an AWESOME movie.
13328,1.0,man i loved brokeback mountain!
13329,1.0,dudeee i LOVED brokeback mountain!!!!
13330,1.0,I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:
13331,1.0,"Anyway, thats why I love "" Brokeback Mountain."
13332,1.0,Brokeback mountain was beautiful...
13333,1.0,I love Brokeback Mountain.
13334,1.0,I love Brokeback Mountain....
13335,1.0,"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '.."
13336,1.0,Brokeback Mountain was so awesome.
13337,1.0,Brokeback Mountain was an AWESOME movie.
13338,1.0,man i loved brokeback mountain!
13339,1.0,dudeee i LOVED brokeback mountain!!!!
13340,1.0,I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:
13341,1.0,"Anyway, thats why I love "" Brokeback Mountain."
13342,1.0,Brokeback mountain was beautiful...
13343,1.0,I love Brokeback Mountain.
13344,1.0,I love Brokeback Mountain....
13345,1.0,"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '.."
13346,1.0,Brokeback Mountain was so awesome.
13347,1.0,Brokeback Mountain was an AWESOME movie.
13348,1.0,man i loved brokeback mountain!
13349,1.0,dudeee i LOVED brokeback mountain!!!!
13350,1.0,I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:
13351,1.0,"Anyway, thats why I love "" Brokeback Mountain."
13352,1.0,Brokeback mountain was beautiful...
13353,1.0,I love Brokeback Mountain.
13354,1.0,I love Brokeback Mountain....
13355,1.0,"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '.."
13356,1.0,Brokeback Mountain was so awesome.
13357,1.0,Brokeback Mountain was an AWESOME movie.
13358,1.0,man i loved brokeback mountain!
13359,1.0,dudeee i LOVED brokeback mountain!!!!
13360,1.0,I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:
13361,1.0,"Anyway, thats why I love "" Brokeback Mountain."
13362,1.0,Brokeback mountain was beautiful...
13363,1.0,I love Brokeback Mountain.
13364,1.0,I love Brokeback Mountain....
13365,1.0,"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '.."
13366,1.0,Brokeback Mountain was so awesome.
13367,1.0,Brokeback Mountain was an AWESOME movie.
13368,1.0,man i loved brokeback mountain!
13369,1.0,dudeee i LOVED brokeback mountain!!!!
13370,1.0,I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:
13371,1.0,"Anyway, thats why I love "" Brokeback Mountain."
13372,1.0,Brokeback mountain was beautiful...
13373,1.0,I love Brokeback Mountain.
13374,1.0,I love Brokeback Mountain....
13375,1.0,"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '.."
13376,1.0,Brokeback Mountain was so awesome.
13377,1.0,Brokeback Mountain was an AWESOME movie.
13378,1.0,man i loved brokeback mountain!
13379,1.0,dudeee i LOVED brokeback mountain!!!!
13380,1.0,I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:
13381,1.0,"Anyway, thats why I love "" Brokeback Mountain."
13382,1.0,Brokeback mountain was beautiful...
13383,1.0,I love Brokeback Mountain.
13384,1.0,I love Brokeback Mountain....
13385,1.0,"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '.."
13386,1.0,Brokeback Mountain was so awesome.
13387,1.0,Brokeback Mountain was an AWESOME movie.
13388,1.0,man i loved brokeback mountain!
13389,1.0,dudeee i LOVED brokeback mountain!!!!
13390,1.0,I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:
13391,1.0,"Anyway, thats why I love "" Brokeback Mountain."
13392,1.0,Brokeback mountain was beautiful...
13393,1.0,I love Brokeback Mountain.
13394,1.0,I love Brokeback Mountain....
13395,1.0,"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '.."
13396,1.0,Brokeback Mountain was so awesome.
13397,1.0,Brokeback Mountain was an AWESOME movie.
13398,1.0,man i loved brokeback mountain!
13399,1.0,dudeee i LOVED brokeback mountain!!!!
13400,1.0,I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:
13401,1.0,"Anyway, thats why I love "" Brokeback Mountain."
13402,1.0,Brokeback mountain was beautiful...
13403,1.0,I love Brokeback Mountain.
13404,1.0,I love Brokeback Mountain....
13405,1.0,"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '.."
13406,1.0,Brokeback Mountain was so awesome.
13407,1.0,Brokeback Mountain was an AWESOME movie.
13408,1.0,man i loved brokeback mountain!
13409,1.0,dudeee i LOVED brokeback mountain!!!!
13410,1.0,I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:
13411,1.0,"Anyway, thats why I love "" Brokeback Mountain."
13412,1.0,Brokeback mountain was beautiful...
13413,1.0,I love Brokeback Mountain.
13414,1.0,I love Brokeback Mountain....
13415,1.0,"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '.."
13416,1.0,Brokeback Mountain was so awesome.
13417,1.0,Brokeback Mountain was an AWESOME movie.
13418,1.0,man i loved brokeback mountain!
13419,1.0,dudeee i LOVED brokeback mountain!!!!
13420,1.0,I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:
13421,1.0,"Anyway, thats why I love "" Brokeback Mountain."
13422,1.0,Brokeback mountain was beautiful...
13423,1.0,I love Brokeback Mountain.
13424,1.0,I love Brokeback Mountain....
13425,1.0,"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '.."
13426,1.0,Brokeback Mountain was so awesome.
13427,1.0,Brokeback Mountain was an AWESOME movie.
13428,1.0,man i loved brokeback mountain!
13429,1.0,dudeee i LOVED brokeback mountain!!!!
